0 	0 	0 	0
0.00150075 	-0.000331185 	-1.4911e-06 	-1.26965e-05
0.0030015 	-0.000636302 	-3.23715e-06 	-2.45736e-05
0.00450225 	-0.000898743 	-5.40061e-06 	-3.51093e-05
0.006003 	-0.00116118 	-7.56408e-06 	-4.5645e-05
0.00750375 	-0.00136289 	-1.02713e-05 	-5.51609e-05
0.0090045 	-0.00152657 	-1.332e-05 	-6.40397e-05
0.0105053 	-0.00168068 	-1.68537e-05 	-7.31437e-05
0.012006 	-0.00182335 	-2.02835e-05 	-8.16058e-05
0.0135068 	-0.00193474 	-2.34293e-05 	-8.83127e-05
0.0150075 	-0.00204612 	-2.65752e-05 	-9.50196e-05
0.0165083 	-0.00214416 	-2.96834e-05 	-0.000101201
0.018009 	-0.00219799 	-3.26671e-05 	-0.000105641
0.0195098 	-0.00225149 	-3.62577e-05 	-0.000110759
0.0210105 	-0.00230466 	-4.04387e-05 	-0.000116536
0.0225113 	-0.00235177 	-4.51287e-05 	-0.000121948
0.024012 	-0.00239565 	-5.00903e-05 	-0.000127165
0.0255128 	-0.00243953 	-5.50518e-05 	-0.000132382
0.0270135 	-0.00247775 	-6.03144e-05 	-0.000137373
0.0285143 	-0.00250373 	-6.6228e-05 	-0.000141876
0.030015 	-0.00252995 	-7.28388e-05 	-0.000147309
0.0315158 	-0.00255644 	-8.02243e-05 	-0.000153776
0.0330165 	-0.00257682 	-8.68174e-05 	-0.00015896
0.0345173 	-0.00259099 	-9.26016e-05 	-0.000162837
0.036018 	-0.00260515 	-9.83859e-05 	-0.000166714
0.0375188 	-0.00261932 	-0.00010417 	-0.00017059
0.0390195 	-0.00261883 	-0.000108689 	-0.000172208
0.0405203 	-0.00261529 	-0.000112944 	-0.000173357
0.042021 	-0.00261297 	-0.000118722 	-0.000176559
0.0435218 	-0.00261083 	-0.000124741 	-0.000180087
0.0450225 	-0.00260608 	-0.000130296 	-0.000182496
0.0465233 	-0.0026005 	-0.000135701 	-0.000184545
0.048024 	-0.00259491 	-0.000141105 	-0.000186594
0.0495248 	-0.00258932 	-0.00014651 	-0.000188642
0.0510255 	-0.00257949 	-0.000151396 	-0.000189633
0.0525263 	-0.00256805 	-0.000156084 	-0.000190219
0.054027 	-0.00255709 	-0.000161738 	-0.000192053
0.0555278 	-0.00254641 	-0.000167951 	-0.00019461
0.0570285 	-0.00253502 	-0.000173991 	-0.00019673
0.0585293 	-0.00252255 	-0.000179767 	-0.000198184
0.06003 	-0.00251007 	-0.000185542 	-0.000199637
0.0615308 	-0.0024976 	-0.000191318 	-0.00020109
0.0630315 	-0.00248513 	-0.000197094 	-0.000202544
0.0645323 	-0.00246948 	-0.000202242 	-0.000203059
0.066033 	-0.00245368 	-0.000207362 	-0.000203534
0.0675338 	-0.00243793 	-0.000213249 	-0.000204937
0.0690345 	-0.00242219 	-0.000219405 	-0.000206666
0.0705353 	-0.0024053 	-0.000225782 	-0.000208184
0.072036 	-0.00238642 	-0.000232541 	-0.000209339
0.0735368 	-0.00236755 	-0.000239299 	-0.000210495
0.0750375 	-0.00234868 	-0.000246058 	-0.00021165
0.0765383 	-0.0023298 	-0.000252816 	-0.000212805
0.078039 	-0.00230782 	-0.000260092 	-0.000213828
0.0795398 	-0.00228252 	-0.000267918 	-0.000214709
0.0810405 	-0.00225657 	-0.000275954 	-0.000215673
0.0825413 	-0.00222648 	-0.000285325 	-0.000217159
0.084042 	-0.0021964 	-0.000294695 	-0.000218645
0.0855428 	-0.00217041 	-0.000303086 	-0.000219701
0.0870435 	-0.00214685 	-0.000310898 	-0.000220503
0.0885443 	-0.00212329 	-0.00031871 	-0.000221305
0.090045 	-0.00209973 	-0.000326522 	-0.000222106
0.0915458 	-0.00207617 	-0.000334333 	-0.000222908
0.0930465 	-0.00205415 	-0.000341664 	-0.000223596
0.0945473 	-0.00203675 	-0.000347563 	-0.000223945
0.096048 	-0.00201934 	-0.000353461 	-0.000224295
0.0975488 	-0.00199771 	-0.000359844 	-0.00022488
0.0990495 	-0.00197485 	-0.000366369 	-0.000225535
0.10055 	-0.00195203 	-0.000373002 	-0.000226138
