4.99583e-19 	7.12388e-20 	-2.61299e-22 	-2.60757e-21
0.00150075 	0.000214002 	-7.84944e-07 	-7.83316e-06
0.0030015 	0.000419783 	-1.95644e-06 	-1.42611e-05
0.00450225 	0.000625003 	-3.15432e-06 	-2.0593e-05
0.006003 	0.000830223 	-4.3522e-06 	-2.6925e-05
0.00750375 	0.00103387 	-5.57207e-06 	-3.31832e-05
0.0090045 	0.00121347 	-7.12856e-06 	-3.83166e-05
0.0105053 	0.00137841 	-9.11651e-06 	-4.34346e-05
0.012006 	0.0015253 	-1.09297e-05 	-4.74404e-05
0.0135068 	0.00166924 	-1.27144e-05 	-5.12645e-05
0.0150075 	0.00181318 	-1.44991e-05 	-5.50885e-05
0.0165083 	0.00195711 	-1.62838e-05 	-5.89125e-05
0.018009 	0.00208167 	-1.78963e-05 	-6.19646e-05
0.0195098 	0.00219074 	-1.99615e-05 	-6.45514e-05
0.0210105 	0.00229894 	-2.26326e-05 	-6.71003e-05
0.0225113 	0.00241687 	-2.54919e-05 	-6.96479e-05
0.024012 	0.0025348 	-2.83513e-05 	-7.21955e-05
0.0255128 	0.00265273 	-3.12107e-05 	-7.47432e-05
0.0270135 	0.00277067 	-3.407e-05 	-7.72908e-05
0.0285143 	0.00289382 	-3.70422e-05 	-7.98883e-05
0.030015 	0.00301442 	-4.08363e-05 	-8.21867e-05
0.0315158 	0.0031259 	-4.5284e-05 	-8.40813e-05
0.0330165 	0.0032176 	-4.86406e-05 	-8.57254e-05
0.0345173 	0.0033093 	-5.19973e-05 	-8.73696e-05
0.036018 	0.003401 	-5.53539e-05 	-8.90137e-05
0.0375188 	0.0034927 	-5.87106e-05 	-9.06578e-05
0.0390195 	0.00357977 	-6.18289e-05 	-9.22843e-05
0.0405203 	0.00364433 	-6.37886e-05 	-9.38256e-05
0.042021 	0.00370381 	-6.76227e-05 	-9.43851e-05
0.0435218 	0.00376112 	-7.13013e-05 	-9.49582e-05
0.0450225 	0.00381678 	-7.44383e-05 	-9.57334e-05
0.0465233 	0.00387245 	-7.75752e-05 	-9.65087e-05
0.048024 	0.00392812 	-8.07122e-05 	-9.7284e-05
0.0495248 	0.00398379 	-8.38491e-05 	-9.80592e-05
0.0510255 	0.00403932 	-8.69517e-05 	-9.88562e-05
0.0525263 	0.00409079 	-8.90166e-05 	-0.000100308
0.054027 	0.00413909 	-9.25109e-05 	-0.000100891
0.0555278 	0.00418628 	-9.67999e-05 	-0.00010105
0.0570285 	0.00423833 	-0.000100875 	-0.000101739
0.0585293 	0.00429038 	-0.00010495 	-0.000102428
0.06003 	0.00434243 	-0.000109025 	-0.000103117
0.0615308 	0.00439448 	-0.0001131 	-0.000103806
0.0630315 	0.00444653 	-0.000117175 	-0.000104495
0.0645323 	0.0044997 	-0.000121169 	-0.000105432
0.066033 	0.00455653 	-0.000124894 	-0.000107185
0.0675338 	0.00460963 	-0.000130033 	-0.000107899
0.0690345 	0.00466012 	-0.00013547 	-0.000108285
0.0705353 	0.00470225 	-0.000139616 	-0.000108906
0.072036 	0.00474438 	-0.000143761 	-0.000109527
0.0735368 	0.00478651 	-0.000147907 	-0.000110148
0.0750375 	0.00482864 	-0.000152053 	-0.000110769
0.0765383 	0.00487077 	-0.000156199 	-0.00011139
0.078039 	0.0049129 	-0.000160345 	-0.000112011
