0 	0 	0 	0
0.00150075 	-1.12473e-05 	1.33356e-06 	-3.15645e-06
0.0030015 	-2.24946e-05 	2.66712e-06 	-6.31289e-06
0.00450225 	3.04853e-06 	5.82162e-06 	-9.58382e-06
0.006003 	4.33647e-05 	9.60101e-06 	-1.28515e-05
0.00750375 	0.000126084 	1.4884e-05 	-1.59755e-05
0.0090045 	0.000208748 	2.01664e-05 	-1.91002e-05
0.0105053 	0.000273355 	2.52599e-05 	-2.24361e-05
0.012006 	0.000337962 	3.03535e-05 	-2.5772e-05
0.0135068 	0.000416916 	3.69767e-05 	-2.89298e-05
0.0150075 	0.000501478 	4.41975e-05 	-3.20181e-05
0.0165083 	0.000602138 	5.22143e-05 	-3.48551e-05
0.018009 	0.000707557 	6.04664e-05 	-3.76179e-05
0.0195098 	0.000802696 	6.89316e-05 	-4.05434e-05
0.0210105 	0.000887831 	7.76042e-05 	-4.36272e-05
0.0225113 	0.000974334 	8.64132e-05 	-4.66736e-05
0.024012 	0.00107261 	9.63968e-05 	-4.93992e-05
0.0255128 	0.00117088 	0.00010638 	-5.21247e-05
0.0270135 	0.00128145 	0.000116038 	-5.44738e-05
0.0285143 	0.00139415 	0.000125639 	-5.67579e-05
0.030015 	0.00149675 	0.00013622 	-5.92761e-05
0.0315158 	0.00158815 	0.000147891 	-6.20544e-05
0.0330165 	0.00167954 	0.000159561 	-6.48328e-05
0.0345173 	0.00177579 	0.000170758 	-6.69238e-05
0.036018 	0.00187227 	0.000181933 	-6.89828e-05
0.0375188 	0.00197095 	0.000192302 	-7.07785e-05
0.0390195 	0.00207369 	0.000201183 	-7.20883e-05
0.0405203 	0.00217643 	0.000210065 	-7.3398e-05
0.042021 	0.00226145 	0.000222519 	-7.52925e-05
0.0435218 	0.00234367 	0.000235538 	-7.72794e-05
0.0450225 	0.00242646 	0.000248083 	-7.90537e-05
0.0465233 	0.00251111 	0.000259092 	-8.01402e-05
0.048024 	0.00259576 	0.000270101 	-8.12266e-05
0.0495248 	0.00268107 	0.000280296 	-8.21204e-05
0.0510255 	0.00276869 	0.00028766 	-8.23448e-05
0.0525263 	0.0028563 	0.000295025 	-8.25693e-05
0.054027 	0.00293215 	0.000306207 	-8.32884e-05
0.0555278 	0.00300119 	0.000319594 	-8.42932e-05
0.0570285 	0.00307024 	0.000332981 	-8.52981e-05
0.0585293 	0.00313383 	0.000342385 	-8.55335e-05
0.06003 	0.00319685 	0.000351376 	-8.56894e-05
0.0615308 	0.00325988 	0.000360368 	-8.58452e-05
